Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Label
1447,Donald,Wright,65,Female,Address_1447,San Diego,19458796300,donald.wright@kag.com,Current,8226.47,3/27/2022,2/13/2023,1447,8/3/2023,Deposit,2427.28,5799.19,0
1448,Jennifer,Jones,26,Other,Address_1448,Albuquerque,19458796301,jennifer.jones@kag.com,Savings,7195.27,2/23/2012,12/20/2023,1448,10/20/2023,Transfer,2701.99,9897.26,0
1449,Anthony,Rodriguez,48,Female,Address_1449,Kansas City,19458796302,anthony.rodriguez@kag.com,Savings,7075.82,8/3/2021,8/19/2023,1449,3/21/2023,Withdrawal,2769.32,4306.5,0
1450,Michelle,Lewis,21,Female,Address_1450,Washington,19458796303,michelle.lewis@kag.com,Savings,1666.59,4/22/2004,9/24/2023,1450,4/29/2023,Withdrawal,2749.37,4415.96,0
1451,Kimberly,Garcia,37,Male,Address_1451,Fresno,19458796304,kimberly.garcia@kag.com,Savings,3226.39,9/14/2019,1/12/2023,1451,3/27/2023,Withdrawal,4142.93,7369.32,0
1452,James,,25,Male,Address_1452,Denver,19458796305,barbara.harris@kag.com,,5280.13,8/26/2019,7/24/2023,1452,11/15/2023,Deposit,2028.96,7309.09,1
1453,Brian,Walker,44,Male,Address_1453,Oklahoma City,19458796306,brian.walker@kag.com,Current,1214.21,12/13/2004,2/23/2023,1453,2/25/2023,Deposit,64.75,1149.46,0
1454,John,Perez,53,Male,Address_1454,Columbus,19458796307,john.perez@kag.com,Current,4837.08,6/10/2019,2/3/2023,1454,3/4/2023,Deposit,4379.71,457.37,0
1455,Elizabeth,Johnson,26,Male,Address_1455,Tucson,19458796308,elizabeth.johnson@kag.com,Current,4508.67,1/18/2017,9/5/2023,1455,1/8/2023,Withdrawal,3314.64,7823.31,0
1456,Brian,Hall,60,Male,Address_1456,Jacksonville,19458796309,brian.hall@kag.com,Current,2396.04,6/4/2004,5/16/2023,1456,7/2/2023,Transfer,955.51,1440.53,0
1457,Thomas,Jones,41,Female,Address_1457,Indianapolis,19458796310,thomas.jones@kag.com,Savings,2077.21,10/22/2012,8/18/2023,1457,8/23/2023,Transfer,157.71,1919.5,0
1458,Sandra,Clark,54,Female,Address_1458,Houston,19458796311,sandra.clark@kag.com,Current,2549.0,8/18/2013,12/22/2023,1458,3/31/2023,Deposit,1585.74,4134.74,0
1459,Charles,Harris,58,Male,Address_1459,Portland,19458796312,charles.harris@kag.com,Savings,6090.56,9/5/2010,10/5/2023,1459,4/14/2023,Withdrawal,630.99,6721.55,0
1460,Betty,Davis,57,Other,Address_1460,Louisville,19458796313,betty.davis@kag.com,Current,4208.03,5/20/2002,9/18/2023,1460,10/6/2023,Transfer,4485.16,-277.13,0
1461,Melissa,Smith,47,Male,Address_1461,Indianapolis,19458796314,melissa.smith@kag.com,Savings,4198.2,10/26/2000,1/20/2023,1461,12/7/2023,Withdrawal,1396.55,2801.65,0
1462,Mary,Martin,43,Female,Address_1462,Tucson,19458796315,mary.martin@kag.com,Current,1899.16,3/19/2006,8/3/2023,1462,9/7/2023,Deposit,3531.27,-1632.11,0
1463,Kevin,Baker,21,Other,Address_1463,Denver,19458796316,kevin.baker@kag.com,Current,7894.92,11/7/2011,8/20/2023,1463,5/8/2023,Deposit,3293.37,11188.29,0
1464,James,Thompson,69,Other,Address_1464,Nashville,19458796317,james.thompson@kag.com,Current,7033.76,2/3/2006,4/28/2023,1464,12/26/2023,Withdrawal,3572.73,3461.03,0
1465,Margaret,Young,18,Other,Address_1465,Washington,19458796318,margaret.young@kag.com,Savings,4347.84,3/14/2000,2/18/2023,1465,6/29/2023,Transfer,2654.91,1692.93,0
1466,Sandra,Hernandez,37,Female,Address_1466,Dallas,19458796319,sandra.hernandez@kag.com,Savings,1507.8,5/30/2020,4/29/2023,1466,4/3/2023,Transfer,3651.11,-2143.31,0
1467,Mark,Hill,45,Other,Address_1467,Dallas,19458796320,mark.hill@kag.com,Current,7175.54,4/3/2019,5/27/2023,1467,7/1/2023,Deposit,2566.84,9742.38,0
1468,Charles,Campbell,62,Female,Address_1468,Dallas,19458796321,charles.campbell@kag.com,Savings,8998.56,10/1/2003,8/6/2023,1468,7/31/2023,Withdrawal,1894.26,10892.82,0
1469,William,White,41,Female,Address_1469,Portland,19458796322,william.white@kag.com,Current,1864.79,12/26/2003,8/16/2023,1469,7/23/2023,Deposit,4293.62,6158.41,0
1470,Michelle,Hernandez,45,Male,Address_1470,San Francisco,19458796323,michelle.hernandez@kag.com,Current,6066.34,3/15/2006,9/20/2023,1470,2/6/2023,Transfer,2299.04,8365.38,0
1471,William,Lewis,45,Female,Address_1471,San Diego,19458796324,william.lewis@kag.com,Savings,4300.66,2/8/2021,12/2/2023,1471,8/6/2023,Withdrawal,2844.51,1456.15,0
1472,Margaret,Sanchez,22,Other,Address_1472,Indianapolis,19458796325,margaret.sanchez@kag.com,Savings,967.74,7/8/2018,1/10/2023,1472,5/26/2023,Withdrawal,2330.38,-1362.64,0
1473,Ronald,Thomas,49,Female,Address_1473,Seattle,19458796326,ronald.thomas@kag.com,Current,7285.69,10/19/2007,12/29/2023,1473,2/28/2023,Deposit,3879.74,11165.43,0
1474,Joshua,Wright,69,Female,Address_1474,Tucson,19458796327,joshua.wright@kag.com,Current,804.36,12/14/2001,5/30/2023,1474,5/9/2023,Withdrawal,2703.37,3507.73,0
1475,Michelle,Martin,47,Male,Address_1475,New York,19458796328,michelle.martin@kag.com,Current,7052.09,6/9/2020,8/6/2023,1475,5/21/2023,Withdrawal,2359.19,4692.9,0
1476,Andrew,Rivera,38,Male,Address_1476,Fort Worth,19458796329,andrew.rivera@kag.com,Current,2883.41,9/24/2019,5/13/2023,1476,2/2/2023,Withdrawal,1296.55,1586.86,0
1477,Kimberly,Williams,59,Female,Address_1477,Philadelphia,19458796330,kimberly.williams@kag.com,Current,5700.03,11/19/2014,7/23/2023,1477,1/22/2023,Withdrawal,4558.59,1141.44,0
1478,Timothy,Smith,33,Female,Address_1478,Phoenix,19458796331,timothy.smith@kag.com,Current,1688.49,9/14/2021,1/24/2023,1478,7/24/2023,Deposit,4317.22,6005.71,0
1479,Nancy,Campbell,25,Female,Address_1479,Indianapolis,19458796332,nancy.campbell@kag.com,Current,3771.88,3/26/2002,5/23/2023,1479,3/13/2023,Withdrawal,2163.15,5935.03,0
1480,Lisa,Smith,29,Male,Address_1480,Seattle,19458796333,lisa.smith@kag.com,Savings,1130.49,11/10/2004,12/10/2023,1480,6/30/2023,Transfer,3302.0,4432.49,0
1481,Robert,Taylor,49,Male,Address_1481,Seattle,19458796334,robert.taylor@kag.com,Savings,4726.31,1/24/2020,8/4/2023,1481,7/7/2023,Deposit,2545.48,2180.83,0
1482,Steven,Johnson,42,Other,Address_1482,New York,19458796335,steven.johnson@kag.com,Savings,2211.58,6/12/2014,8/22/2023,1482,2/19/2023,Withdrawal,889.16,1322.42,0
1483,Margaret,Lewis,20,Other,Address_1483,Denver,19458796336,margaret.lewis@kag.com,Savings,1960.51,5/21/2010,2/24/2023,1483,11/18/2023,Deposit,1886.39,3846.9,0
1484,Timothy,Martin,43,Other,Address_1484,San Diego,19458796337,timothy.martin@kag.com,,,12/24/2007,12/20/2023,1484,3/24/2023,Transfer,4267.56,5428.37,1
1485,Sarah,Garcia,53,Other,Address_1485,Chicago,19458796338,sarah.garcia@kag.com,Savings,7677.8,4/30/2021,6/20/2023,1485,1/24/2023,Withdrawal,3989.22,11667.02,0
1486,,Davis,34,Male,Address_1486,Boston,19458796339,taylormelissa@example.org,Savings,,10/23/2017,6/22/2023,1486,3/10/2023,Withdrawal,521.43,5909.82,1
1487,Andrew,Lewis,44,Male,Address_1487,Phoenix,19458796340,andrew.lewis@kag.com,Current,1653.35,7/8/2012,10/8/2023,1487,1/8/2023,Deposit,385.85,2039.2,0
1488,Kevin,Mitchell,69,Female,Address_1488,Omaha,19458796341,kevin.mitchell@kag.com,Current,4777.05,3/13/2003,5/24/2023,1488,9/6/2023,Deposit,4269.05,9046.1,0
1489,Thomas,Allen,39,Other,Address_1489,Denver,19458796342,thomas.allen@kag.com,Savings,6642.76,7/19/2020,9/4/2023,1489,4/9/2023,Deposit,4497.55,11140.31,0
1490,Brian,Williams,62,Female,Address_1490,Seattle,19458796343,brian.williams@kag.com,Current,8792.88,9/1/2006,1/29/2023,1490,11/18/2023,Deposit,1478.22,7314.66,0
1491,Kevin,Wright,55,Female,Address_1491,Milwaukee,19458796344,kevin.wright@kag.com,Savings,689.76,10/14/2004,11/16/2023,1491,7/17/2023,Deposit,1752.94,-1063.18,0
1492,Kimberly,Ayers,,Male,,Tucson,19458796345,kimberly.jones@kag.com,Savings,3687.31,,5/4/2023,1492,01/20/1991,Withdrawal,1685.66,5372.97,1
1493,David,Clark,63,Female,Address_1493,Seattle,19458796346,david.clark@kag.com,Savings,6197.94,4/28/2007,6/22/2023,1493,7/27/2023,Deposit,643.57,6841.51,0
1494,Sandra,Baker,24,Female,Address_1494,Colorado Springs,19458796347,sandra.baker@kag.com,Savings,254.61,9/17/2006,8/22/2023,1494,10/30/2023,Deposit,3727.6,3982.21,0
1495,Mary,Lopez,20,Male,Address_1495,Indianapolis,19458796348,mary.lopez@kag.com,Current,2510.91,2/1/2012,12/31/2023,1495,7/11/2023,Deposit,1856.73,4367.64,0
1496,David,Martin,23,Male,Address_1496,Indianapolis,19458796349,david.martin@kag.com,Savings,7474.52,1/11/2013,1/26/2023,1496,1/26/2023,Transfer,4182.77,11657.29,0
1497,David,Hall,30,Male,Address_1497,Kansas City,19458796350,david.hall@kag.com,Savings,3621.79,7/18/2016,3/26/2023,1497,5/28/2023,Withdrawal,4393.81,8015.6,0
1498,Michelle,Martin,63,Male,Address_1498,San Antonio,19458796351,michelle.martin@kag.com,Savings,936.5,12/27/2006,2/19/2023,1498,12/15/2023,Deposit,4564.84,5501.34,0
1499,Thomas,Rodriguez,32,Other,Address_1499,Columbus,19458796352,thomas.rodriguez@kag.com,Current,6303.29,11/4/2022,6/4/2023,1499,1/4/2023,Withdrawal,4091.53,10394.82,0
1500,James,Hill,43,Other,Address_1500,Boston,19458796353,james.hill@kag.com,Current,2575.52,12/27/2008,4/10/2023,1500,3/6/2023,Withdrawal,3946.66,-1371.14,0
1501,Matthew,Brown,65,Other,Address_1501,Albuquerque,19458796354,matthew.brown@kag.com,Savings,7046.38,8/2/2017,3/21/2023,1501,8/5/2023,Deposit,2252.94,9299.32,0
1502,Kevin,Jackson,50,Female,,Kansas City,19458796355,kevin.jackson@kag.com,Current,9011.73,1/30/2003,1/29/2023,1502,01/16/2002,Transfer,144.47,8867.26,1
1503,Michelle,Nguyen,32,Other,Address_1503,Washington,19458796356,michelle.nguyen@kag.com,Savings,5325.8,11/13/2017,5/15/2023,1503,4/27/2023,Transfer,569.19,5894.99,0
1504,Carol,Clark,56,Male,Address_1504,Indianapolis,19458796357,carol.clark@kag.com,Current,6031.52,10/29/2003,3/3/2023,1504,3/26/2023,Withdrawal,2659.07,8690.59,0
1505,Matthew,Hall,58,Other,Address_1505,Memphis,19458796358,matthew.hall@kag.com,Savings,5192.62,9/13/2007,3/12/2023,1505,11/4/2023,Deposit,1806.53,3386.09,0
1506,Joshua,Nelson,64,Male,Address_1506,Indianapolis,19458796359,joshua.nelson@kag.com,Savings,8192.68,10/7/2000,10/17/2023,1506,10/6/2023,Withdrawal,4147.12,12339.8,0
1507,Andrew,Gonzalez,31,Other,Address_1507,Fort Worth,19458796360,andrew.gonzalez@kag.com,Savings,2492.97,2/18/2018,5/13/2023,1507,10/3/2023,Withdrawal,2820.07,5313.04,0
1508,Michael,Gonzalez,36,Other,Address_1508,San Francisco,19458796361,michael.gonzalez@kag.com,Current,4075.28,3/31/2021,4/27/2023,1508,12/12/2023,Deposit,503.18,4578.46,0
1509,Stephanie,Perez,45,Male,Address_1509,Atlanta,19458796362,stephanie.perez@kag.com,Current,8960.81,9/29/2000,1/8/2023,1509,10/10/2023,Transfer,2397.87,6562.94,0
1510,Paul,Ramirez,41,Male,Address_1510,Portland,19458796363,paul.ramirez@kag.com,Savings,7264.1,11/15/2020,7/19/2023,1510,6/18/2023,Withdrawal,4111.6,3152.5,0
1511,Amanda,Campbell,67,Female,Address_1511,Boston,19458796364,amanda.campbell@kag.com,Current,3268.85,7/20/2020,2/12/2023,1511,1/26/2023,Withdrawal,4316.77,7585.62,0
1512,Amanda,Hall,58,Female,Address_1512,San Jose,19458796365,amanda.hall@kag.com,Current,8343.06,6/4/2001,6/29/2023,1512,12/30/2023,Withdrawal,838.63,7504.43,0
1513,Ashley,Perez,50,Female,Address_1513,San Diego,19458796366,ashley.perez@kag.com,Savings,2464.36,9/22/2004,11/26/2023,1513,2/9/2023,Withdrawal,510.5,1953.86,0
1514,Donna,Nelson,29,Other,Address_1514,Phoenix,19458796367,donna.nelson@kag.com,Savings,6378.38,7/1/2011,9/14/2023,1514,7/27/2023,Withdrawal,1941.08,4437.3,0
1515,Kimberly,Jackson,27,Other,Address_1515,Fort Worth,19458796368,kimberly.jackson@kag.com,Current,9568.92,4/25/2014,2/7/2023,1515,12/29/2023,Deposit,336.92,9232.0,0
1516,Barbara,Davis,24,Male,Address_1516,Chicago,19458796369,barbara.davis@kag.com,Savings,5789.64,12/14/2019,9/20/2023,1516,3/25/2023,Transfer,3634.53,9424.17,0
1517,Christopher,Davis,63,Male,Address_1517,Sacramento,19458796370,christopher.davis@kag.com,Current,8014.72,9/6/2013,12/3/2023,1517,8/26/2023,Deposit,2243.19,10257.91,0
1518,Paul,Adams,18,Female,Address_1518,Tucson,19458796371,paul.adams@kag.com,Savings,7380.76,9/30/2014,7/3/2023,1518,12/10/2023,Deposit,999.13,8379.89,0
1519,Amanda,Sanchez,32,Male,Address_1519,Washington,19458796372,amanda.sanchez@kag.com,Savings,8670.64,6/5/2005,10/7/2023,1519,7/13/2023,Deposit,521.32,9191.96,0
1520,Ronald,Mitchell,18,Other,Address_1520,Dallas,19458796373,ronald.mitchell@kag.com,Savings,9690.77,3/6/2018,10/18/2023,1520,11/25/2023,Transfer,4637.49,14328.26,0
1521,Thomas,Sanchez,62,Male,Address_1521,Seattle,19458796374,thomas.sanchez@kag.com,Savings,320.93,10/22/2011,7/20/2023,1521,12/4/2023,Deposit,224.87,545.8,0
1522,Elizabeth,Thompson,37,Male,Address_1522,Memphis,19458796375,elizabeth.thompson@kag.com,Savings,375.91,10/8/2015,2/11/2023,1522,12/28/2023,Transfer,498.41,874.32,0
1523,Ronald,Nelson,19,Male,Address_1523,Colorado Springs,19458796376,ronald.nelson@kag.com,Savings,5984.78,9/26/2010,10/27/2023,1523,12/16/2023,Withdrawal,1178.84,4805.94,0
1524,Timothy,Gonzalez,20,Male,Address_1524,Portland,19458796377,timothy.gonzalez@kag.com,Savings,9547.03,3/23/2010,1/4/2023,1524,9/16/2023,Withdrawal,482.41,9064.62,0
1525,Barbara,Ramirez,53,Male,Address_1525,Mesa,19458796378,barbara.ramirez@kag.com,Savings,4908.26,3/11/2021,12/30/2023,1525,7/11/2023,Deposit,3224.98,8133.24,0
1526,Jessica,Rodriguez,33,Female,Address_1526,San Francisco,19458796379,jessica.rodriguez@kag.com,Current,8413.82,8/7/2005,4/29/2023,1526,10/12/2023,Withdrawal,1098.91,9512.73,0
1527,Nancy,Martin,46,Female,Address_1527,Fresno,19458796380,nancy.martin@kag.com,Current,7702.29,10/31/2001,3/18/2023,1527,7/1/2023,Withdrawal,2404.85,10107.14,0
1528,Christopher,Jackson,61,Other,Address_1528,Chicago,19458796381,christopher.jackson@kag.com,Current,5032.7,10/6/2016,10/7/2023,1528,1/7/2023,Withdrawal,4302.61,9335.31,0
1529,Linda,Mitchell,53,Female,Address_1529,Phoenix,19458796382,linda.mitchell@kag.com,Current,5180.41,7/3/2004,11/23/2023,1529,6/2/2023,Deposit,4125.61,1054.8,0
1530,Donald,Hill,61,Male,Address_1530,Columbus,19458796383,donald.hill@kag.com,Current,4416.73,6/3/2009,5/3/2023,1530,10/26/2023,Deposit,739.76,5156.49,0
1531,Charles,Lopez,56,Female,Address_1531,Chicago,19458796384,charles.lopez@kag.com,Current,2596.77,7/8/2002,12/13/2023,1531,9/19/2023,Transfer,452.77,2144.0,0
1532,Thomas,Anderson,69,Other,Address_1532,El Paso,19458796385,thomas.anderson@kag.com,Current,8601.25,3/18/2020,12/16/2023,1532,3/20/2023,Withdrawal,3324.61,11925.86,0
1533,Daniel,Walker,20,Female,Address_1533,Colorado Springs,19458796386,daniel.walker@kag.com,Current,2174.74,11/9/2014,6/5/2023,1533,2/9/2023,Deposit,1059.42,3234.16,0
1534,Paul,Wilson,54,Other,Address_1534,Baltimore,19458796387,paul.wilson@kag.com,Current,9078.51,10/13/2005,11/25/2023,1534,7/8/2023,Withdrawal,3909.45,5169.06,0
1535,Jessica,Hernandez,61,Other,Address_1535,El Paso,19458796388,jessica.hernandez@kag.com,Savings,3661.3,10/26/2010,4/13/2023,1535,10/4/2023,Deposit,2178.1,1483.2,0
1536,Jennifer,Sanchez,29,Other,Address_1536,Portland,19458796389,jennifer.sanchez@kag.com,Current,362.32,2/15/2001,12/25/2023,1536,9/7/2023,Transfer,781.05,-418.73,0
1537,Linda,Adams,37,Male,Address_1537,Jacksonville,19458796390,linda.adams@kag.com,Current,1766.94,4/24/2020,12/7/2023,1537,11/10/2023,Transfer,4871.34,-3104.4,0
1538,Matthew,Clark,40,Other,Address_1538,Boston,19458796391,matthew.clark@kag.com,Savings,8889.47,6/3/2014,4/12/2023,1538,4/19/2023,Deposit,287.51,8601.96,0
1539,Karen,Hernandez,39,Female,Address_1539,San Jose,19458796392,karen.hernandez@kag.com,Current,1371.6,1/12/2009,2/14/2023,1539,4/6/2023,Withdrawal,630.23,741.37,0
1540,Matthew,Nguyen,49,Female,Address_1540,Indianapolis,19458796393,matthew.nguyen@kag.com,Savings,7413.86,10/29/2007,12/11/2023,1540,2/1/2023,Transfer,4062.06,11475.92,0
1541,Barbara,King,24,Female,Address_1541,Fresno,19458796394,barbara.king@kag.com,Savings,1909.86,7/13/2007,3/11/2023,1541,9/25/2023,Deposit,2268.9,-359.04,0
1542,Joseph,Nelson,39,Other,Address_1542,Atlanta,19458796395,joseph.nelson@kag.com,Current,5039.44,4/15/2017,2/18/2023,1542,8/24/2023,Transfer,4690.88,348.56,0
1543,Sandra,Jackson,61,Other,Address_1543,Washington,19458796396,sandra.jackson@kag.com,Current,2131.55,1/23/2002,4/29/2023,1543,1/20/2023,Deposit,573.81,2705.36,0
1544,Kenneth,Garcia,19,Male,Address_1544,San Francisco,19458796397,kenneth.garcia@kag.com,Savings,3398.34,1/26/2004,12/6/2023,1544,7/24/2023,Transfer,793.35,4191.69,0
1545,Brian,Rivera,31,Other,Address_1545,El Paso,19458796398,brian.rivera@kag.com,Current,1335.74,3/25/2009,10/23/2023,1545,8/26/2023,Deposit,19.1,1354.84,0
1546,Sandra,Nguyen,33,Female,Address_1546,Mesa,19458796399,sandra.nguyen@kag.com,Current,5604.42,6/8/2014,1/18/2023,1546,1/21/2023,Transfer,1093.41,4511.01,0
1547,Timothy,Carter,41,Male,Address_1547,Dallas,19458796400,timothy.carter@kag.com,Current,3721.67,6/2/2020,2/16/2023,1547,10/28/2023,Transfer,3289.73,431.94,0
1548,Emily,Adams,24,Female,Address_1548,Los Angeles,19458796401,emily.adams@kag.com,Current,3718.29,1/15/2006,1/1/2023,1548,8/5/2023,Deposit,3619.42,7337.71,0
1549,Elizabeth,Ramirez,21,Male,Address_1549,Albuquerque,19458796402,elizabeth.ramirez@kag.com,Savings,481.88,6/27/2006,6/10/2023,1549,5/1/2023,Transfer,2155.4,-1673.52,0
1550,Jessica,Smith,69,Other,Address_1550,Washington,19458796403,jessica.smith@kag.com,Savings,1447.67,8/14/2019,10/22/2023,1550,10/23/2023,Deposit,1294.22,2741.89,0
1551,John,Wright,54,,Address_1551,Port Randy,19458796404,john.wright@kag.com,Current,,2/11/2020,4/22/2023,1551,12/16/2023,Transfer,3584.49,3520.06,1
1552,Thomas,Flores,63,Other,Address_1552,San Diego,19458796405,thomas.flores@kag.com,Current,2993.97,4/28/2010,1/23/2023,1552,12/17/2023,Transfer,871.32,3865.29,0
1553,Daniel,Davis,58,Other,Address_1553,New York,19458796406,daniel.davis@kag.com,Current,4476.48,9/20/2020,9/1/2023,1553,9/19/2023,Deposit,3837.76,638.72,0
1554,Sandra,Campbell,22,Female,Address_1554,San Francisco,19458796407,sandra.campbell@kag.com,Savings,7654.37,12/27/2002,9/27/2023,1554,,Transfer,3935.08,3719.29,1
1555,Charles,Miller,19,Other,Address_1555,Fort Worth,19458796408,charles.miller@kag.com,Current,4503.1,11/25/2021,9/10/2023,1555,1/11/2023,Transfer,2210.96,2292.14,0
1556,Lisa,Hernandez,22,Other,Address_1556,Houston,19458796409,lisa.hernandez@kag.com,Current,2333.53,4/23/2002,10/20/2023,1556,3/5/2023,Deposit,976.1,3309.63,0
1557,John,Hill,20,Other,Address_1557,San Jose,19458796410,john.hill@kag.com,Savings,5543.26,5/24/2017,3/12/2023,1557,5/2/2023,Withdrawal,3153.07,2390.19,0
1558,Susan,Brown,59,Female,Address_1558,Milwaukee,19458796411,susan.brown@kag.com,Savings,8031.94,5/27/2002,3/17/2023,1558,7/6/2023,Deposit,4268.74,12300.68,0
1559,Joseph,Harris,25,Other,Address_1559,San Antonio,19458796412,joseph.harris@kag.com,Current,6036.45,9/13/2016,6/14/2023,1559,7/19/2023,Withdrawal,2652.24,3384.21,0
1560,John,Lopez,43,Female,Address_1560,El Paso,19458796413,john.lopez@kag.com,Savings,4259.79,10/30/2017,9/20/2023,1560,2/24/2023,Transfer,2310.73,6570.52,0
1561,David,Sanchez,27,Male,Address_1561,Las Vegas,19458796414,david.sanchez@kag.com,Current,1343.68,7/26/2015,4/19/2023,1561,10/22/2023,Withdrawal,4896.33,-3552.65,0
1562,Deborah,Nguyen,51,Female,Address_1562,Phoenix,19458796415,deborah.nguyen@kag.com,Savings,2562.26,12/10/2009,6/29/2023,1562,2/24/2023,Withdrawal,2691.75,-129.49,0
1563,Linda,Rivera,63,Female,Address_1563,Phoenix,19458796416,linda.rivera@kag.com,Savings,9466.58,4/10/2004,5/25/2023,1563,11/28/2023,Deposit,180.74,9647.32,0
1564,Stephanie,Lopez,53,Other,Address_1564,San Francisco,19458796417,stephanie.lopez@kag.com,Savings,7740.9,11/30/2014,7/9/2023,1564,5/11/2023,Withdrawal,2515.23,10256.13,0
1565,Daniel,Nelson,29,Female,Address_1565,Baltimore,19458796418,daniel.nelson@kag.com,Savings,966.96,11/24/2005,6/14/2023,1565,3/21/2023,Withdrawal,2231.9,3198.86,0
1566,Mark,Torres,37,Male,Address_1566,Dallas,19458796419,mark.torres@kag.com,Savings,154.59,7/22/2000,1/14/2023,1566,5/8/2023,Transfer,1467.6,1622.19,0
1567,Karen,Rivera,46,Female,Address_1567,Philadelphia,19458796420,karen.rivera@kag.com,Savings,1836.65,10/20/2012,9/1/2023,1567,8/7/2023,Deposit,1593.59,243.06,0
1568,Donald,White,31,Other,Address_1568,Boston,19458796421,donald.white@kag.com,Current,9444.52,8/23/2016,11/7/2023,1568,9/29/2023,Deposit,4654.82,4789.7,0
1569,Ashley,Thomas,65,Male,Address_1569,Denver,19458796422,ashley.thomas@kag.com,Current,5842.39,5/13/2002,2/26/2023,1569,9/18/2023,Withdrawal,676.65,5165.74,0
1570,Joshua,Gonzalez,22,Other,Address_1570,Indianapolis,19458796423,joshua.gonzalez@kag.com,Savings,8402.73,2/26/2010,1/4/2023,1570,9/8/2023,Transfer,3822.55,12225.28,0
1571,Andrew,Harris,65,Other,Address_1571,Nashville,19458796424,andrew.harris@kag.com,Savings,4705.73,1/31/2019,8/2/2023,1571,10/23/2023,Deposit,4513.07,9218.8,0
1572,Karen,Brown,44,Female,Address_1572,Los Angeles,19458796425,karen.brown@kag.com,Current,8283.7,11/10/2013,2/18/2023,1572,11/19/2023,Transfer,1304.83,9588.53,0
1573,Carol,Hernandez,21,Other,Address_1573,Jacksonville,19458796426,carol.hernandez@kag.com,Current,435.77,1/24/2012,3/22/2023,1573,8/15/2023,Withdrawal,343.4,779.17,0
1574,Joshua,Young,46,Male,Address_1574,Indianapolis,19458796427,joshua.young@kag.com,Savings,4325.51,5/1/2006,2/4/2023,1574,6/22/2023,Withdrawal,1542.66,2782.85,0
1575,Thomas,Carter,20,Male,Address_1575,Atlanta,19458796428,thomas.carter@kag.com,Savings,3838.19,4/12/2007,6/30/2023,1575,9/10/2023,Deposit,2170.08,1668.11,0
1576,Susan,Miller,50,Male,Address_1576,Charlotte,19458796429,susan.miller@kag.com,Current,9817.31,10/25/2011,6/9/2023,1576,1/24/2023,Withdrawal,4757.61,14574.92,0
1577,Donald,Rivera,47,Male,Address_1577,San Jose,19458796430,donald.rivera@kag.com,Savings,3074.71,2/9/2004,12/24/2023,1577,10/12/2023,Transfer,2156.4,5231.11,0
1578,Nancy,Hernandez,53,Female,Address_1578,San Jose,19458796431,nancy.hernandez@kag.com,Current,4227.48,6/3/2001,8/5/2023,1578,5/6/2023,Transfer,469.36,3758.12,0
1579,Andrew,Ramirez,26,Male,Address_1579,Albuquerque,19458796432,andrew.ramirez@kag.com,Savings,7612.13,12/28/2000,9/23/2023,1579,9/13/2023,Withdrawal,742.97,6869.16,0
1580,Amanda,Green,18,Female,Address_1580,San Diego,19458796433,amanda.green@kag.com,Savings,8819.06,1/16/2004,9/8/2023,1580,10/16/2023,Withdrawal,1770.14,10589.2,0
1581,Brian,Thompson,65,Other,Address_1581,Seattle,19458796434,brian.thompson@kag.com,Savings,8796.04,7/5/2005,4/23/2023,1581,6/28/2023,Transfer,929.1,9725.14,0
1582,Kimberly,Hall,40,Other,Address_1582,Mesa,19458796435,kimberly.hall@kag.com,Savings,4005.66,2/6/2009,7/9/2023,1582,3/21/2023,Withdrawal,312.23,4317.89,0
1583,Michael,Thompson,20,Female,Address_1583,Detroit,19458796436,michael.thompson@kag.com,Current,9490.69,1/12/2016,1/2/2023,1583,4/7/2023,Withdrawal,884.55,8606.14,0
1584,Paul,Roberts,49,Other,Address_1584,Jacksonville,19458796437,paul.roberts@kag.com,Current,6569.74,6/5/2022,3/4/2023,1584,7/21/2023,Withdrawal,536.4,7106.14,0
1585,Kevin,Ramirez,41,Other,Address_1585,Milwaukee,19458796438,kevin.ramirez@kag.com,Current,8526.24,5/30/2014,4/30/2023,1585,1/30/2023,Transfer,1021.46,7504.78,0
1586,Michelle,Nelson,23,Male,Address_1586,Tucson,19458796439,michelle.nelson@kag.com,Current,9270.14,6/14/2001,9/2/2023,1586,3/2/2023,Withdrawal,4982.31,4287.83,0
1587,Sandra,Campbell,30,Other,Address_1587,Memphis,19458796440,sandra.campbell@kag.com,Current,2412.64,5/10/2011,9/29/2023,1587,6/12/2023,Transfer,2232.59,4645.23,0
1588,Daniel,Sanchez,66,Other,Address_1588,Phoenix,19458796441,daniel.sanchez@kag.com,Current,5042.07,5/26/2007,5/11/2023,1588,9/20/2023,Deposit,3296.41,8338.48,0
1589,Amanda,Harris,32,Female,Address_1589,San Jose,19458796442,amanda.harris@kag.com,Savings,5919.19,6/19/2004,8/5/2023,1589,5/23/2023,Withdrawal,834.76,6753.95,0
,Joshua,Lewis,47,Male,7879 Fisher Union,New York,,joshua.lewis@kag.com,Savings,8044.13,4/26/2002,1/18/2023,1590,12/18/2023,Withdrawal,2569.502302846482,12292.1,1
1591,Amber,,29,Other,,El Paso,19458796444,joseph.jackson@kag.com,Current,4071.54,6/24/2021,8/19/2023,1591,08/07/1981,Withdrawal,1341.86,2729.68,1
